"expedition_name"	"latitude"	"longitude"	"lower_elevation"	"upper_elevation"	"locality_id"	"collector_number"	"species_epithet"	"habitat1"	"flower_color"	"phyllotaxy"	"tube_lo"	"tube_hi"	"meantube"	"beak_lo"	"beak_hi"	"meanbeak"	"nectar"	"beehav"	"stigmapos"	"habitat2"	"microhabitat"	"plant_description"	"locality_habitat"					
"2006 Western Sichuan and Yunnan  (A, CAS, F, KUN)"	30	100.88	3850	3900	2209	35923	"brevilabris"	"forest"	"red"	0	6	8	17.5	1		1	1	0	"DA"		"W-facing slope in open"	"Abundant. Corolla pale pink or nearly white"	"Along stream. W-facing slope primarily Quercus"	" E-facing slope mostly Abies and mixed shrubs"				
"2006 Western Sichuan and Yunnan  (A, CAS, F, KUN)"	30	100.88	3850	3900	2209	35905	"croizatiana"	"forest"	"yellow"	1	25	30	27.5	5		5	0	1	"VA"		"W-facing slope"	"Corolla pale yellow"	"Along stream. W-facing slope primarily Quercus"	" E-facing slope mostly Abies and mixed shrubs"				
"2006 Western Sichuan and Yunnan  (A, CAS, F, KUN)"	30	100.88	3850	3900	2209	35918	"cyathophylla"	"forest"	"red"	0	35	55	45	7		7	0	1	"DT"		"W-facing slope, under Abies"	"Corolla pink, galea dark purple"	"Along stream. W-facing slope primarily Quercus"	" E-facing slope mostly Abies and mixed shrubs"				
"2006 Western Sichuan and Yunnan  (A, CAS, F, KUN)"	30	100.86	4330	4400	2211	36010	"plicata"	"scrub"	"yellow"	0	10	13	11.5	0		0	1	0	"DA"		"Rocky slope"	"Corolla pale yellow"	"Ravine with small stream from spring, scree slopes, meadow-like clearings and dwarf (20-30 cm) Rhododendron thickets"					
"2006 Western Sichuan and Yunnan  (A, CAS, F, KUN)"	30	100.86	4330	4400	2211	36015	"rhodotricha"	"scrub"	"red"	1	10		10	4	5	4.5	0	1	"DA"		"Consistently with dwarf Rhododendron"	"Corolla purple"	"Ravine with small stream from spring, scree slopes, meadow-like clearings and dwarf (20-30 cm) Rhododendron thickets"					
"2006 Western Sichuan and Yunnan  (A, CAS, F, KUN)"	30	100.86	4330	4400	2211	35992	"mussotii"	"meadow"	"red, white"	1	7	10	8.5	7	11	9	0	1	"DA"		"Meadow and on sandy slope"	"Corolla pinkish purple, white at base"	"Ravine with small stream from spring, scree slopes, meadow-like clearings and dwarf (20-30 cm) Rhododendron thickets"					
"2006 Western Sichuan and Yunnan  (A, CAS, F, KUN)"	30	100.86	4330	4400	2211	36014	"urceolata"	"scrub"	"red, white"	0	27	30	28.5	5	6	5.5	0	1	"VA"		"Mostly around shrubs of Rhododendron"	"Corolla purple, base of galea white, tube pale pink"	"Ravine with small stream from spring, scree slopes, meadow-like clearings and dwarf (20-30 cm) Rhododendron thickets"					
"2006 Western Sichuan and Yunnan  (A, CAS, F, KUN)"	30.06	100.77	4150		2213	35982	"siphonantha"	"meadow"	"red, white"	1	40	70	55	11		11	0	1	"T-lateral"		"Meadow"	"Corolla pinkish purple, lower lip with dark purple markings, center white"	"SE-facing meadow with scattered dwarf shrubs, including Quercus, and Abies"					
"2006 Western Sichuan and Yunnan  (A, CAS, F, KUN)"	30.06	100.77	4150		2213	35983	"confertiflora"	"meadow"	"red, white"	0	12		12	7		7	0	1	"VA"		"Meadow"	"Corolla pink, galea darker, base of galea whitish"	"SE-facing meadow with scattered dwarf shrubs, including Quercus, and Abies"					
"2006 Western Sichuan and Yunnan  (A, CAS, F, KUN)"	30.06	100.77	4150		2213	35984	"cranolopha"	"meadow"	"yellow"	1	36	40	45	7	8	7.5	0	1	"T-lateral"		"Meadow"	"Only a single plant found"	" corolla pale yellow, galea paler yellow with darker spot"	"SE-facing meadow with scattered dwarf shrubs, including Quercus, and Abies"				
"2006 Western Sichuan and Yunnan  (A, CAS, F, KUN)"	30.06	100.77	4150		2213	35985	"steiningeri"	"meadow"	"yellow"	1	12		12	0		0	1	0	"DA"		"Meadow"	"Plants to ca. 1 m tall"	" corolla yellow"	"SE-facing meadow with scattered dwarf shrubs, including Quercus, and Abies"				
"2006 Western Sichuan and Yunnan  (A, CAS, F, KUN)"	30.06	100.77	4150		2213	35986	"gyrorhyncha"	"scrub"	"red, white"	0	8		8	8	9	8.5	0	1	"hindLeg"		"Beneath shrubs"	"Corolla pinkish purple, base of galea whitish"	"SE-facing meadow with scattered dwarf shrubs, including Quercus, and Abies"					
"2006 Western Sichuan and Yunnan  (A, CAS, F, KUN)"	30.06	100.77	4150		2213	35987	"rhodotricha"	"scrub"	"red"	1	10		10	4	5	4.5	0	1	"DA"		"Growing up through dwarf Rhododendron"	"Stem and leaves tinged purple"	" corolla reddish purple"	"SE-facing meadow with scattered dwarf shrubs, including Quercus, and Abies"				
"2006 Western Sichuan and Yunnan  (A, CAS, F, KUN)"	30.06	100.77	4150		2213	35988	"anas"	"scrub"	"red"	0	7		7	1		1	1	0	"DA"		"Growing up through and between shrubs"	"Corolla reddish purple, lower lip with darker lines"	"SE-facing meadow with scattered dwarf shrubs, including Quercus, and Abies"					
"2006 Western Sichuan and Yunnan  (A, CAS, F, KUN)"	30.06	100.77	4150		2213	35989	"urceolata"	"scrub"	"red"	0	27	30	28.5	5	6	5.5	0	1	"VA"		"Moist, shady places under shrubs"	"Corolla pinkish purple, base of galea and tube paler"	"SE-facing meadow with scattered dwarf shrubs, including Quercus, and Abies"					
"2006 Western Sichuan and Yunnan  (A, CAS, F, KUN)"	30.17	100.59	4300	4350	2214	36044	"rhodotricha"	"scrub"	"red"	1	10		10	4	5	4.5	0	1	"DA"		"In and at edge of shrubs of Rhododendron"	"Whole plant purple"	" hairs on corolla whitish"	"Kobresia-Bistorta meadows with extensive areas of dwarf (20-30 cm tall) Rhododendron and Salix scrub with Picea and tall Rhododendron on lower slopes"				
"2006 Western Sichuan and Yunnan  (A, CAS, F, KUN)"	30.17	100.59	4300	4350	2214	36047	"siphonantha"	"meadow"	"red, white"	1	40	70	55	11		11	0	1	"T-lateral"		"Dry seepage"	"Corolla purple, white towards center"	"Kobresia-Bistorta meadows with extensive areas of dwarf (20-30 cm tall) Rhododendron and Salix scrub with Picea and tall Rhododendron on lower slopes"					
"2006 Western Sichuan and Yunnan  (A, CAS, F, KUN)"	30.17	100.59	4300	4350	2214	36048	"rhinanthoides"	"meadow"	"red, white"	1	24	30	27	7	10	8.5	0	1	"A-lateral"		"Dry seepage"	"Corolla purple, center white"	"Kobresia-Bistorta meadows with extensive areas of dwarf (20-30 cm tall) Rhododendron and Salix scrub with Picea and tall Rhododendron on lower slopes"					
"2006 Western Sichuan and Yunnan  (A, CAS, F, KUN)"	30.17	100.59	4300	4350	2214	36049	"siphonantha"	"meadow"	"red"	1	40	70	55	11		11	0	1	"T-lateral"		"Meadow and upper part of dry seepage"	"Corolla pale pinkish purple, center darker purple"	"Kobresia-Bistorta meadows with extensive areas of dwarf (20-30 cm tall) Rhododendron and Salix scrub with Picea and tall Rhododendron on lower slopes"					
"2006 Western Sichuan and Yunnan  (A, CAS, F, KUN)"	30.17	100.59	4300	4350	2214	36050	"urceolata"	"meadow"	"red, white"	0	27	30	28.5	5	6	5.5	0	1	"VA"		"Meadow and around shrubs of Rhododendron"	"Corolla purple, galea darker purple, shining, base of galea white"	"Kobresia-Bistorta meadows with extensive areas of dwarf (20-30 cm tall) Rhododendron and Salix scrub with Picea and tall Rhododendron on lower slopes"					
"2006 Western Sichuan and Yunnan  (A, CAS, F, KUN)"	30.17	100.59	4300	4350	2214	36051	"lyrata"	"meadow"	"yellow"	0	7	10	8.5	0		0	1	0	"DA"		"Dry meadow"	"Galea yellowish, lip pinkish on upper surface whitish on lower surface"	"Kobresia-Bistorta meadows with extensive areas of dwarf (20-30 cm tall) Rhododendron and Salix scrub with Picea and tall Rhododendron on lower slopes"					
"2006 Western Sichuan and Yunnan  (A, CAS, F, KUN)"	30.17	100.59	4300	4350	2214	36045	"cheilanthifolia"	"meadow"	"red"	0	11	14	12.5	0		0	1	0	"DA"			"Corolla pinkish purple, lip with darker lines"	"Kobresia-Bistorta meadows with extensive areas of dwarf (20-30 cm tall) Rhododendron and Salix scrub with Picea and tall Rhododendron on lower slopes"					
"2006 Western Sichuan and Yunnan  (A, CAS, F, KUN)"	30.17	100.59	4300	4350	2214	36046	"longiflora"	"meadow"	"yellow, red"	1	40	70	55	6		6	0	1	"T-lateral"		"Dry seepage"	"Corolla yellow, lip with two, red, longitudinal markings"	"Kobresia-Bistorta meadows with extensive areas of dwarf (20-30 cm tall) Rhododendron and Salix scrub with Picea and tall Rhododendron on lower slopes"					
"2006 Western Sichuan and Yunnan  (A, CAS, F, KUN)"	30.16	100.56	4140		2215	36036	"cranolopha"	"meadow"	"yellow"	1	36	40	45	7	8	7.5	0	1	"T-lateral"		"Stony slope"	"Corolla yellow, darker toward center"	"Dry, stony slope - probably wet in normally wet years - above and below highway"					
"2006 Western Sichuan and Yunnan  (A, CAS, F, KUN)"	30.3	99.56	4500	4600	2216	36067	"rhinanthoides"	"meadow"	"red, white"	1	24	30	27	7	10	8.5	0	1	"A-lateral"		"Moist areas near lake"	"Corolla pinkish purple, base of galea white"	"Shore of lake and slope above lake"	" slope with scattered dwarf (0.5-1 m tall) shrubs of Salix and Rhododendron and Kobresia meadow around lake"				
"2006 Western Sichuan and Yunnan  (A, CAS, F, KUN)"	30.3	99.56	4500	4600	2216	36074	"rhodotricha"	"scrub"	"red"	1	10		10	4	5	4.5	0	1	"DA"		"Growing up through Rhododendron"	"Plants purple throughout"	" calyx green"	" corolla purple"	"Shore of lake and slope above lake"	" slope with scattered dwarf (0.5-1 m tall) shrubs of Salix and Rhododendron and Kobresia meadow around lake"		
"2006 Western Sichuan and Yunnan  (A, CAS, F, KUN)"	30.3	99.56	4500	4600	2216	36075	"anas"	"scrub"	"red, white"	0	7		7	1		1	1	0	"DA"		"Growing inside and beside shrubs on slope"	"Corolla pinkish purple, base of tube white, lip with dark lines"	"Shore of lake and slope above lake"	" slope with scattered dwarf (0.5-1 m tall) shrubs of Salix and Rhododendron and Kobresia meadow around lake"				
"2006 Western Sichuan and Yunnan  (A, CAS, F, KUN)"	30.3	99.56	4500	4600	2216	36071	"longiflora"	"meadow"	"yellow, red"	1	40	70	55	6		6	0	1	"T-lateral"		"Mucky soil around lake"	"Corolla yellow, lip with two red markings"	"Shore of lake and slope above lake"	" slope with scattered dwarf (0.5-1 m tall) shrubs of Salix and Rhododendron and Kobresia meadow around lake"				
"2006 Western Sichuan and Yunnan  (A, CAS, F, KUN)"	30.3	99.56	4500	4600	2216	36072	"confertiflora"	"meadow"	"red, white"	0	12		12	7		7	0	1	"VA"		"Meadow on slope"	"Corolla pinkish purple, base of galea white"	"Shore of lake and slope above lake"	" slope with scattered dwarf (0.5-1 m tall) shrubs of Salix and Rhododendron and Kobresia meadow around lake"				
"2006 Western Sichuan and Yunnan  (A, CAS, F, KUN)"	30.3	99.56	4500	4600	2216	36073	"trichoglossa"	"meadow"	"red"	1	10		10	5		5	0	1	"VT"		"Meadow and around shrubs, sometimes in shrubs of Rhododendron or Salix"	"Corolla purple"	"Shore of lake and slope above lake"	" slope with scattered dwarf (0.5-1 m tall) shrubs of Salix and Rhododendron and Kobresia meadow around lake"				
"2006 Western Sichuan and Yunnan  (A, CAS, F, KUN)"	30.22	100.26	4400		2217	36131	"rhinanthoides"	"scrub"	"red, white"	1	24	30	27	7	10	8.5	0	1	"A-lateral"		"Base of shrubs in moist soil"	"Corolla pinkish purple, base of galea white, center of lower lip white"	"Dry to wet meadows, springheads and rivulets"	" with Bistorta vivipara and mixed herbs and  dwarf (ca. 50 cm tall) Rhododendron-Salix thickets on slope, taller (2 m) Salix thicket near rivulet"				
"2006 Western Sichuan and Yunnan  (A, CAS, F, KUN)"	30.22	100.26	4400		2217	36133	"trichoglossa"	"scrub"	"red"	1	10		10	5		5	0	1	"VT"		"Next to shrubs of Rhododendron and Salix and in open"	"Leaves green"	" corolla uniformly purple"	"Dry to wet meadows, springheads and rivulets"	" with Bistorta vivipara and mixed herbs and  dwarf (ca. 50 cm tall) Rhododendron-Salix thickets on slope, taller (2 m) Salix thicket near rivulet"			
"2006 Western Sichuan and Yunnan  (A, CAS, F, KUN)"	30.22	100.26	4400		2217	36132	"rhodotricha"	"scrub"	"red"	1	10		10	4	5	4.5	0	1	"DA"		"Growing up through dwarf Rhododendron"	"Stems purple"	" leaves abaxially purple, adaxially green"	" corolla uniformly purple"	"Dry to wet meadows, springheads and rivulets"	" with Bistorta vivipara and mixed herbs and  dwarf (ca. 50 cm tall) Rhododendron-Salix thickets on slope, taller (2 m) Salix thicket near rivulet"		
"2006 Western Sichuan and Yunnan  (A, CAS, F, KUN)"	30.22	100.26	4400		2217	37336	"trichoglossa"	"scrub"	"red"	1	10		10	5		5	0	1	"VT"		"Among shrubs"	"Corolla purple"	"Dry to wet meadows, springheads and rivulets"	" with Bistorta vivipara and mixed herbs and  dwarf (ca. 50 cm tall) Rhododendron-Salix thickets on slope, taller (2 m) Salix thicket near rivulet"				
"2006 Western Sichuan and Yunnan  (A, CAS, F, KUN)"	30.22	100.26	4400		2217	37343	"confertiflora"	"meadow"	"red"	0	12		12	7		7	0	1	"VA"		"Boggy meadow"	"Corolla pinkish purple"	"Dry to wet meadows, springheads and rivulets"	" with Bistorta vivipara and mixed herbs and  dwarf (ca. 50 cm tall) Rhododendron-Salix thickets on slope, taller (2 m) Salix thicket near rivulet"				
"2006 Western Sichuan and Yunnan  (A, CAS, F, KUN)"	30.22	100.26	4400		2217	37344	"longiflora"	"meadow"	"yellow, red"	1	40	70	55	6		6	0	1	"T-lateral"		"Boggy meadow"	"Corolla yellow, lip with two red spots"	"Dry to wet meadows, springheads and rivulets"	" with Bistorta vivipara and mixed herbs and  dwarf (ca. 50 cm tall) Rhododendron-Salix thickets on slope, taller (2 m) Salix thicket near rivulet"				
"2006 Western Sichuan and Yunnan  (A, CAS, F, KUN)"	30.25	100.26	4010		2218	36108	"cyathophylla"	"forest"	"red"	0	35	55	45	7		7	0	1	"DT"		"in forest along stream"	"Corolla pinkish purple, galea purple"	"Open Abies forest with grasses and shrubs and open meadow-like areas"					
"2006 Western Sichuan and Yunnan  (A, CAS, F, KUN)"	30.25	100.26	4010		2218	36117	"densispica"	"forest"	"red, yellow"	0	6	8	7	0		0	1	1	"DA"		"in forest along stream"	"Corolla pink"	" lip yellowish"	"Open Abies forest with grasses and shrubs and open meadow-like areas"				
"2006 Western Sichuan and Yunnan  (A, CAS, F, KUN)"	30.18	99.99	4200	4500	2219	36165	"ingens"	"meadow"	"yellow"	1	14		14	1		1	1	0	"DA"		"Meadow and among shrubs"	"Corolla yellow, galea yellowish green, shining"	"S-facing mountainside"	" heavily grazed at lower elevations with scattered shrubs (Berberis, Salix, Juniperus) and sandy-gravelly slopes and scree slope"				
"2006 Western Sichuan and Yunnan  (A, CAS, F, KUN)"	30.18	99.99	4200	4500	2219	36173	"confertiflora"	"meadow"	"red, white"	0	12		12	7		7	0	1	"VA"		"Meadow"	"Stems brownish orange"	" corolla pinkish purple, base of galea and base of tube white"	"S-facing mountainside"	" heavily grazed at lower elevations with scattered shrubs (Berberis, Salix, Juniperus) and sandy-gravelly slopes and scree slope"			
"2006 Western Sichuan and Yunnan  (A, CAS, F, KUN)"	30.18	99.99	4200	4500	2219	36174	"cranolopha"	"meadow"	"yellow"	1	36	40	45	7	8	7.5	0	1	"T-lateral"		"Meadow"	"Corolla yellow, center darker yellow, galea darker yellow"	"S-facing mountainside"	" heavily grazed at lower elevations with scattered shrubs (Berberis, Salix, Juniperus) and sandy-gravelly slopes and scree slope"				
"2006 Western Sichuan and Yunnan  (A, CAS, F, KUN)"	29.52	100.27	4640	4830	2220	36178	"verticillata"	"scrub"	"red"	0	6	9	7.5	0		0	1	0	"DT"		"On slope in wet place"	"Corolla pinkish purple, lower lip with dark veins"	"Boulder field interspersed with dwarf (ca. 60 cm tall) Rhododendron, Salix and Potentilla and prostrate Juniperus"					
"2006 Western Sichuan and Yunnan  (A, CAS, F, KUN)"	29.52	100.27	4640	4830	2220	36185	"longiflora"	"scrub"	"yellow, red"	1	40	70	55	6		6	0	1	"T-lateral"		"Near small stream"	"Corolla yellow, lip with two red markings"	"Boulder field interspersed with dwarf (ca. 60 cm tall) Rhododendron, Salix and Potentilla and prostrate Juniperus"					
"2006 Western Sichuan and Yunnan  (A, CAS, F, KUN)"	29.52	100.27	4640	4830	2220	36199	"rhodotricha"	"scrub"	"red"	1	10		10	4	5	4.5	0	1	"DA"		"Growing up through Rhododendron"	"Plants blackish greenish purple"	" corolla purple"	"Boulder field interspersed with dwarf (ca. 60 cm tall) Rhododendron, Salix and Potentilla and prostrate Juniperus"				
"2006 Western Sichuan and Yunnan  (A, CAS, F, KUN)"	29.68	100.38	3670		2221	36205	"longiflora"	"meadow"	"yellow, red"	1	40	70	55	6		6	0	1	"T-lateral"		"Meadow"	" scattered"	"Corolla yellow, lip with two red spots"	"Open, grazed meadow, some wet parts with hummocks"				
"2006 Western Sichuan and Yunnan  (A, CAS, F, KUN)"	29.68	100.38	3670		2221	36206	"lyrata"	"meadow"	"yellow"	0	7	10	8.5	0		0	1	0	"DA"		"Meadow"	"Uncommon. Corolla pale yellow"	"Open, grazed meadow, some wet parts with hummocks"					
"2006 Western Sichuan and Yunnan  (A, CAS, F, KUN)"	30.65	100.22	2965		2222	36222	"batangensis"	"scrub"	"yellow"	1	30		30	5.5		5.5	0	1	"VA"		"On river bank"	"Only one plant found"	" creeping on ground"	" corolla pale yellow, galea darker"	"Dry, stony slopes with shrubby Artemisia, Berberis and Rhamnus"			
"2006 Western Sichuan and Yunnan  (A, CAS, F, KUN)"	30.65	100.22	2965		2222	36223	"pseudomelampyriflora"	"scrub"	"white, red"	0	10		10.5	0		10.5	1	0	"DT"		"On slope between shrubs"	"Lip pink, galea whitish"	"Dry, stony slopes with shrubby Artemisia, Berberis and Rhamnus"					
"2006 Western Sichuan and Yunnan  (A, CAS, F, KUN)"	31.2	100.3	3141		2225	36286	"pseudomelampyriflora"	"scrub"	"red, white"	0	9	12	10.5	9	12	10.5	1	0	"DT"		"Slope above road"	"Corolla pink, galea whitish"	"Dry thickets of Salix, Rosa, Zanthoxylum and Artemisia in narrow ravine with small stream just upstream from Yalong Jiang"					
"2006 Western Sichuan and Yunnan  (A, CAS, F, KUN)"	31.17	100.3	3125		2226	36271	"cyathophylloides"	"forest"	"red"	0	12		12	1		1	1	0	"DA"		"In Sphagnum in gaps in Abies forest"	"Corolla pink, galea darker"	"Dry slopes dominated by Salix, Hippophaë, with Betula, and along a stream to Picea forests and rocky cliffs above River"					
"2006 Western Sichuan and Yunnan  (A, CAS, F, KUN)"	31.17	100.3	3125		2226	36273	"cranolopha"	"forest"	"yellow"	1	36	40	45	7	8	7.5	0	1	"T-lateral"		"Forest edge"	"Corolla pale yellow, galea and inside of lip darker yellow"	"Dry slopes dominated by Salix, Hippophaë, with Betula, and along a stream to Picea forests and rocky cliffs above River"					
"2006 Western Sichuan and Yunnan  (A, CAS, F, KUN)"	31.17	100.3	3125		2226	36275	"pseudomelampyriflora"	"forest"	"red"	0	9	12	10.5	9	12	10.5	1	0	"DT"		"Open river bank and at forest edge"	"Corolla pink"	" galea paler"	"Dry slopes dominated by Salix, Hippophaë, with Betula, and along a stream to Picea forests and rocky cliffs above River"				
"2006 Western Sichuan and Yunnan  (A, CAS, F, KUN)"	31.17	100.3	3125		2226	36277	"batangensis"	"scrub"	"yellow"	1	30		30	5.5		5.5	0	1	"VA"		"Dray bank of river"	"Corolla yellow, galea darker yellow"	"Dry slopes dominated by Salix, Hippophaë, with Betula, and along a stream to Picea forests and rocky cliffs above River"					
"2006 Western Sichuan and Yunnan  (A, CAS, F, KUN)"	31.17	100.3	3125		2226	36276	"kansuensis"	"forest"	"red"	0	10	12	11	0		0	1	0	"DT"		"Forest edge"	"Corolla pink, lip with dark lines"	"Dry slopes dominated by Salix, Hippophaë, with Betula, and along a stream to Picea forests and rocky cliffs above River"					
"2006 Western Sichuan and Yunnan  (A, CAS, F, KUN)"	31.65	100.27	3545		2227	36373	"kansuensis"	"scrub"	"white"	0	10	12	11	0		0	1	0	"DT"		"Dry roadside"	"Corolla creamy white"	"Shallow lake, mostly with floating and emergent vegetation on all but N side, boggy margins, and adjacent fallow fields"					
"2006 Western Sichuan and Yunnan  (A, CAS, F, KUN)"	31.63	100.22	3860	3890	2228	36338	"kansuensis"	"meadow"	"yellow"	0	10	12	11	0		0	1	0	"DT"		"In open in dry meadow"	"Corolla creamy yellow"	" anthers dark"	"Remnant glacial lake, mostly filled with vegetation, boggy margins, and adjacent semi-open slopes with Caragana, Potentilla fruticosa and other shrubs and narrow ravine"				
"2006 Western Sichuan and Yunnan  (A, CAS, F, KUN)"	31.63	100.22	3860	3890	2228	36333	"anas"	"scrub"	"red, white"	0	7		7	1		1	1	0	"DA"		"Around shrubs in open area"	"Corolla pinkish purple, tube and base of galea white, lip with dark lines"	"Remnant glacial lake, mostly filled with vegetation, boggy margins, and adjacent semi-open slopes with Caragana, Potentilla fruticosa and other shrubs and narrow ravine"					
"2006 Western Sichuan and Yunnan  (A, CAS, F, KUN)"	31.63	100.22	3860	3890	2228	36357	"cranolopha"	"scrub"	"yellow"	1	36	40	45	7	8	7.5	0	1	"T-lateral"		"Near stream in wet place"	"Corolla pale yellow, darker in center"	"Remnant glacial lake, mostly filled with vegetation, boggy margins, and adjacent semi-open slopes with Caragana, Potentilla fruticosa and other shrubs and narrow ravine"					
"2006 Western Sichuan and Yunnan  (A, CAS, F, KUN)"	31.63	100.24	3760		2229	36321	"cranolopha"	"meadow"	"yellow"	1	36	40	45	7	8	7.5	0	1	"T-lateral"		"On slope"	"Corolla pale yellow, center of lip and galea darker yellow"	"Open meadow along stream with Hippophaë, Lonicera and Berberis"					
"2006 Western Sichuan and Yunnan  (A, CAS, F, KUN)"	31.63	100.24	3760		2229	36322	"kansuensis"	"meadow"	"white"	0	10	12	11	0		0	1	0	"DT"		"On slope"	"Corolla white or cream colored"	"Open meadow along stream with Hippophaë, Lonicera and Berberis"					
"2006 Western Sichuan and Yunnan  (A, CAS, F, KUN)"	31.63	100.24	3760		2229	36323	"longiflora"	"meadow"	"yellow, red"	1	40	70	55	6		6	0	1	"T-lateral"		"Moist areas along stream in mucky soil"	"Corolla yellow, lip with two red spots"	"Open meadow along stream with Hippophaë, Lonicera and Berberis"					
"2006 Western Sichuan and Yunnan  (A, CAS, F, KUN)"	31.63	100.24	3760		2229	36324	"rhinanthoides"	"meadow"	"red, white"	1	24	30	27	7	10	8.5	0	1	"A-lateral"		"Moist areas along stream in mucky soil"	"Corolla pink, base of tube and galea white"	"Open meadow along stream with Hippophaë, Lonicera and Berberis"					
"2006 Western Sichuan and Yunnan  (A, CAS, F, KUN)"	31.61	98.6	3040		2230	36444	"pseudomelampyriflora"	"scrub"	"red"	0	9	12	10.5	9	12	10.5	1	0	"DT"		"In and between shrubs"	"Corolla pink"	"Ravine and slopes along dry tributary of Jinsha Jiang"	" spinescent shrubs (2-3 m tall) of Berberis, Rhamnus, Rosa, Sophora, Zanthoxylum"				
"2006 Western Sichuan and Yunnan  (A, CAS, F, KUN)"	31.69	98.59	3100		2232	36425	"pseudomelampyriflora"	"scrub"	"red"	0	9	12	10.5	9	12	10.5	1	0	"DT"		"Dry slope above river under shrubs"	"Only one plant found"	" corolla pink"	"Dry slope above river with spinescent shrubs (ca. 2 m tall) of Rosa, Caragana and Berberis"				
"2006 Western Sichuan and Yunnan  (A, CAS, F, KUN)"	31.56	98.68	3050	3100	2233	36406	"pseudomelampyriflora"	"scrub"	"red"	0	9	12	10.5	9	12	10.5	1	0	"DT"			"Herbs to ca. 1 m tall, growing up through shrubs"	" corolla pink"	"Dry slopes along and ravine with stream running into Jinsha Jiang.  Vegetation of Salix and spinescent shrubs of Rosa, Caragana, Sophora, Berberis"				
"2006 Western Sichuan and Yunnan  (A, CAS, F, KUN)"	31.95	98.86	3970	4010	2235	36467	"szetschuanica"	"scrub"	"red"	0	10		10	0		0	0	0	"DT"		"Near river"	"Corolla pink"	"Shrub thickets of Berberis, Salix, Potentilla, Spiraea and Sibiraea, grassy openings and thin Picea forests along Serqu He (Serqu River). Granite bedrock"					
"2006 Western Sichuan and Yunnan  (A, CAS, F, KUN)"	31.95	98.86	3970	4010	2235	36471	"trichoglossa"	"scrub"	"red"	1	10		10	5		5	0	1	"VT"		"Thickets"	"Corolla purple"	"Shrub thickets of Berberis, Salix, Potentilla, Spiraea and Sibiraea, grassy openings and thin Picea forests along Serqu He (Serqu River). Granite bedrock"					
"2006 Western Sichuan and Yunnan  (A, CAS, F, KUN)"	31.95	98.86	3970	4010	2235	36488	"plicata"	"scrub"	"yellow"	0	10	13	11.5	0		0	1	0	"DA"		"Steep, grassy slope among shrubs"	"Corolla yellowish white"	"Shrub thickets of Berberis, Salix, Potentilla, Spiraea and Sibiraea, grassy openings and thin Picea forests along Serqu He (Serqu River). Granite bedrock"					
"2006 Western Sichuan and Yunnan  (A, CAS, F, KUN)"	31.95	98.6	3720		2236	36519	"kansuensis"	"scrub"	"red"	0	10	12	11	0		0	1	0	"DT"		"On slope"	"Corolla pinkish purple"	"Meadow along stream, shrub thickets of Berberis, Salix, Potentilla and Spiraea and Picea forests actively being cut along tributary of Serqu He (Serqu River)"					
"2006 Western Sichuan and Yunnan  (A, CAS, F, KUN)"	31.91	98.82	3740		2237	36566	"longiflora"	"meadow"	"yellow, red"	1	40	70	55	6		6	0	1	"T-lateral"		"Stream bank"	"Corolla yellow, lip with two red spots"	"Grazed meadow along stream, fallow fields, shrub thickets of Berberis, Salix, Potentilla and Spiraea and remnant Picea forests along tributary of Serqu He (Serqu River)"					
"2006 Western Sichuan and Yunnan  (A, CAS, F, KUN)"	31.91	98.82	3740		2237	36572	"tricolor"	"scrub"	"yellow"	1	10		42.5	5		16	0	0	"T-lateral"		"On slope"	"Corolla pale yellow, galea and center darker yellow, base of galea with red spot"	"Grazed meadow along stream, fallow fields, shrub thickets of Berberis, Salix, Potentilla and Spiraea and remnant Picea forests along tributary of Serqu He (Serqu River)"					
"2006 Western Sichuan and Yunnan  (A, CAS, F, KUN)"	31.91	98.82	3740		2237	36573	"kansuensis"	"scrub"	"red, white"	0	10	12	11	0		0	1	0	"DT"		"On slope"	"Corolla pink, base of tube white, veins on lip dark pink"	"Grazed meadow along stream, fallow fields, shrub thickets of Berberis, Salix, Potentilla and Spiraea and remnant Picea forests along tributary of Serqu He (Serqu River)"					
"2006 Western Sichuan and Yunnan  (A, CAS, F, KUN)"	31.93	98.91	4475		2238	36644	"trichoglossa"	"scrub"	"red"	1	10		10	5		5	0	1	"VT"		"Around and in shrubs of Rhododendron"	"Corolla purple"	"Slopes above headwaters of Serqu He (Serqu River) with Salix and Rhododendron thickets (shrubs 1-1.5 m tall) and interspersed grassy areas with large boulders. Granite bedrock"					
"2006 Western Sichuan and Yunnan  (A, CAS, F, KUN)"	31.95	98.9	4310		2240	36602	"trichoglossa"	"scrub"	"red"	1	10		10	5		5	0	1	"VT"		"Between and among shrubs"	"Corolla purple"	"Slopes above upper Serqu He (Serqu River) with Salix and Rhododendron and rocky intervening areas. Granite bedrock"					
"2006 Western Sichuan and Yunnan  (A, CAS, F, KUN)"	31.95	98.9	4310		2240	36603	"kansuensis"	"scrub"	"red"	0	10	12	11	0		0	1	0	"DT"		"Between shrubs"	"Corolla pink, with dark veins on lower lip"	"Slopes above upper Serqu He (Serqu River) with Salix and Rhododendron and rocky intervening areas. Granite bedrock"					
